0;69
1000;60
2000;60
3000;75
4000;71
5000;77
6000;60
7000;71
8000;69
9000;77
10000;69
11000;63
12000;65
13000;61
14000;74
15000;69
16000;63
17000;76
18000;62
19000;77
20000;64
